#x_ref_m;y_ref_m;width_right_m;width_left_m;x_normvec_m;y_normvec_m;alpha_m;s_racetraj_m;psi_racetraj_rad;kappa_racetraj_radpm;vx_racetraj_mps;ax_racetraj_mps2
554.4889254;-531.2975818;7.9770677;7.3229323;0.3377933;-0.9412203;-3.020891;986.2187629;-1.1751708;0.00338;56.6452217;-2.5657024
560.1138658;-529.1982821;7.9284797;7.3715203;0.3614753;-0.9323817;-3.3194359;992.15016;-1.1548187;0.0034064;56.3729726;-2.5568539
565.6817116;-526.9580762;7.8625736;7.4374264;0.3850168;-0.9229096;-3.5870956;998.0703015;-1.1343079;0.0034327;56.1011231;-2.5277317
571.1879222;-524.5782323;7.795288;7.504712;0.4084003;-0.9128029;-3.8241262;1003.9792626;-1.1135993;0.003465;55.831377;-2.4894678
576.6290784;-522.0606866;7.7997203;7.5002797;0.4313149;-0.9022014;-4.0317062;1009.8792008;-1.0927744;0.0034828;55.5647433;-2.4374038
582.0034981;-519.4084104;7.8519476;7.4480524;0.4536566;-0.8911766;-4.212325;1015.7726251;-1.0718109;0.0035076;55.3032059;-2.3523051
587.3096489;-516.6244636;7.9052917;7.3947083;0.4754266;-0.8797554;-4.3687672;1021.6614619;-1.0506975;0.0035326;55.051085;-2.2101501
592.5459981;-513.7119065;7.9575725;7.3424275;0.4966267;-0.8679642;-4.5038012;1027.5473596;-1.0294378;0.0035559;54.8153046;-2.0057189
597.7110133;-510.6737992;7.9291562;7.3708438;0.5172611;-0.8558277;-4.6201091;1033.4316964;-1.0080514;0.0035742;54.6029944;-1.7552553
602.8031619;-507.5132019;7.8262381;7.4737619;0.5373354;-0.8433686;-4.7201704;1039.3155954;-0.9865831;0.0035825;54.4184325;-1.5004668
607.8209113;-504.2331746;7.7244589;7.5755411;0.5568571;-0.8306083;-4.8061058;1045.1999438;-0.9651043;0.0035775;54.2609826;-1.2751387
612.762729;-500.8367777;7.6536291;7.6463709;0.5758349;-0.817566;-4.8795706;1051.0854168;-0.9436879;0.0035631;54.1279371;-1.0522387
617.6270824;-497.3270711;7.6364118;7.6635882;0.5942784;-0.8042594;-4.9418562;1056.9725032;-0.9223576;0.0035508;54.0229506;-0.7281814
622.4124391;-493.707115;7.6214836;7.6785164;0.6121986;-0.7907041;-4.9942193;1062.8615251;-0.9010754;0.0035464;53.9614084;-0.2451921
627.1172663;-489.9799697;7.6121399;7.6878601;0.6296066;-0.7769141;-5.0380741;1068.7526473;-0.8798206;0.0035392;53.952331;0.0927823
631.7400317;-486.1486951;7.6054981;7.6945019;0.6465145;-0.7629017;-5.0747341;1074.6458821;-0.8586311;0.0035269;53.964816;0.1366681
636.2792025;-482.2163516;7.575676;7.724324;0.6629347;-0.7486772;-5.105273;1080.5411036;-0.8445402;0.0035216;53.9753058;0.1469264
640.7332464;-478.1859991;7.5032002;7.7967998;0.6788796;-0.7342496;-5.1308068;1086.4380599;-0.8234262;0.0035202;53.9913457;0.1306307
645.1006307;-474.060698;7.44112;7.85888;0.6943619;-0.719626;-5.1526147;1092.3363798;-0.8022983;0.0035256;54.0046144;0.0917797
649.3798229;-469.8435082;7.4945502;7.8054498;0.709394;-0.7048121;-5.1720844;1098.2355769;-0.7811282;0.0035335;54.0133753;0.051982
653.5692905;-465.53749;7.5847682;7.7152318;0.7239885;-0.689812;-5.1905708;1104.1350564;-0.7599143;0.0035397;54.0181824;0.0286526
657.6675008;-461.1457036;7.6900769;7.6099231;0.7381575;-0.6746284;-5.2092575;1110.0341249;-0.7386756;0.0035415;54.0211694;0.0290216
661.6729214;-456.6712089;7.8199378;7.4800622;0.7519128;-0.6592626;-5.2290756;1115.9320018;-0.7174404;0.0035387;54.0249033;0.049701
665.5840196;-452.1170663;7.952886;7.347114;0.7652662;-0.6437139;-5.2506888;1121.8278277;-0.6962336;0.0035329;54.0313032;0.0793889
669.3992491;-447.4863179;8.0885175;7.2114825;0.7782492;-0.6279555;-5.2743875;1127.7205152;-0.6751196;0.0035176;54.0409263;0.1040238
673.1162262;-442.7809294;8.2260341;7.0739659;0.7911303;-0.6116477;-5.2990268;1133.6071877;-0.6539998;0.0035204;54.0528681;0.1133939
676.7312711;-438.0011989;8.2782705;7.0217295;0.8039739;-0.5946646;-5.3217294;1139.4871227;-0.6328899;0.0035189;54.0653346;0.1063347
680.2405922;-433.1472811;8.1419154;7.1580846;0.8167512;-0.57699;-5.3392981;1145.3606427;-0.611781;0.0035201;54.0766376;0.089796
683.640398;-428.2193308;8.0015261;7.2984739;0.8294318;-0.558608;-5.3486013;1151.2283488;-0.5906611;0.0035223;54.0860012;0.0733043
686.926897;-423.2175026;7.8572545;7.4427455;0.8419827;-0.5395045;-5.3465389;1157.0911491;-0.5695301;0.0035235;54.0937506;0.0649927
690.0962976;-418.1419513;7.8905533;7.4094467;0.8543681;-0.5196684;-5.3299933;1162.9502786;-0.5483974;0.0035227;54.1010196;0.0687609
693.1448085;-412.9928316;8.0224413;7.2775587;0.8665496;-0.499091;-5.2958012;1168.8073205;-0.5272769;0.0035196;54.1092058;0.0838224
696.0686381;-407.7702982;8.1445237;7.1554763;0.8784864;-0.4777674;-5.2407589;1174.664227;-0.5061798;0.0035151;54.119455;0.1062094
698.8639949;-402.4745059;8.1422177;7.1577823;0.8901354;-0.4556961;-5.1616545;1180.5233372;-0.4921309;0.0035122;54.1277597;0.1254673
701.5270874;-397.1056093;7.9730373;7.3269627;0.9014528;-0.4328774;-5.055335;1186.387379;-0.4710705;0.0035184;54.1426104;0.1525052
704.0543175;-391.6642391;7.7617444;7.5382556;0.912296;-0.4095314;-4.919307;1192.2602938;-0.449995;0.0035016;54.1605111;0.1837638
706.4433716;-386.1541879;7.5468204;7.7531796;0.9224902;-0.3860205;-4.7529912;1198.1445;-0.4290349;0.003488;54.1821803;0.2286821
708.69246;-380.580537;7.4107847;7.8892153;0.9320456;-0.3623409;-4.5566291;1204.0393359;-0.4081704;0.0034674;54.2095438;0.3016644
710.7997943;-374.9483717;7.3993167;7.9006833;0.9409743;-0.338478;-4.3300434;1209.9440718;-0.3874669;0.0034337;54.2461463;0.4173615
712.7635863;-369.2627773;7.425937;7.874063;0.9492857;-0.3144149;-4.0723857;1215.8580178;-0.3670145;0.0033835;54.2969203;0.5808623
714.5820476;-363.528839;7.4907126;7.8092874;0.956986;-0.290134;-3.7820356;1221.7805838;-0.3469103;0.0033185;54.3667035;0.7723196
716.25339;-357.751642;7.591082;7.708918;0.9640788;-0.2656165;-3.4566708;1227.7113329;-0.3272164;0.0032489;54.4571532;0.9399446
717.7758252;-351.9362716;7.7171966;7.5828034;0.9705641;-0.2408431;-3.0936212;1233.6500129;-0.307909;0.0031918;54.5638542;1.0311382
719.1475649;-346.0878131;7.8542739;7.4457261;0.9764389;-0.2157939;-2.690393;1239.5965568;-0.288881;0.003156;54.6779223;1.0450507
720.3668208;-340.2113517;7.9783998;7.3216002;0.981697;-0.1904493;-2.2449391;1245.5510753;-0.2700237;0.0031322;54.7922346;1.0350635
721.4318217;-334.3119516;8.0690361;7.2309639;0.9863255;-0.1648091;-1.7555388;1251.5139265;-0.2512386;0.0031287;54.9049683;1.0176302
722.3418178;-328.3934248;8.1083867;7.1916133;0.9902749;-0.1391243;-1.2213921;1257.4873286;-0.2324968;0.003123;55.0155429;1.0007928
723.0976413;-322.4576427;8.0737417;7.2262583;0.9935371;-0.1135076;-0.6428665;1263.475056;-0.2137685;0.003122;55.1240929;0.984531
723.7002605;-316.5063105;8.0155786;7.2844214;0.9961213;-0.0879911;-0.020696;1269.4806996;-0.1950386;0.0031234;55.2306467;0.967754
724.1506437;-310.541133;7.9386138;7.3613862;0.9980383;-0.0626059;0.6442031;1275.5076525;-0.1762961;0.0031259;55.335181;0.9509166
724.449759;-304.5638152;7.8595134;7.4404866;0.9993011;-0.0373818;1.3503167;1281.5590478;-0.1572381;0.003278;55.4377065;0.9339364
724.6038524;-298.5761661;7.7746963;7.5253037;0.9998877;-0.0149876;2.0882564;1287.6319478;-0.1381871;0.0031363;55.5382287;0.9175033
724.6402612;-292.5804099;7.679795;7.620205;0.9999981;0.0019278;2.8307144;1293.7146529;-0.1193969;0.0031296;55.636789;0.9013456
724.59159;-286.5788746;7.5930871;7.7069129;0.9999105;0.013381;3.5436028;1299.7945961;-0.1006663;0.0031161;55.7334354;0.8856905
724.4904437;-280.5738882;7.5121991;7.7878009;0.9998119;0.0193939;4.1932608;1305.8583956;-0.0820286;0.0030993;55.8282382;0.8737187
724.3694272;-274.5677789;7.4362233;7.8637767;0.9998009;0.0199549;4.7475645;1311.8935661;-0.0637435;0.0029287;55.9221547;0.8849835
724.2577521;-268.5626351;7.4113938;7.8886062;0.9998523;0.0171879;5.1829463;1317.9018715;-0.0460979;0.0029597;56.017963;0.926526
724.1620958;-262.5589559;7.4481111;7.8518889;0.9998914;0.0147369;5.4967929;1323.9015205;-0.0289431;0.0027343;56.1191685;1.0066519
724.0799508;-256.5565919;7.4855774;7.8144226;0.9999193;0.0127009;5.7002123;1329.8965622;-0.0137791;0.0022802;56.2298078;1.1161483
724.0087828;-250.5553922;7.5247047;7.7752953;0.9999386;0.0110855;5.8129555;1335.8899806;-0.002186;0.0015503;56.351916;1.2113498
723.9460572;-244.5552056;7.5633614;7.7366386;0.9999511;0.0098915;5.8633605;1341.8837486;0.0047235;0.000776;56.4823267;1.2497631
723.8892398;-238.5558812;7.6024742;7.6975258;0.9999584;0.0091193;5.880249;1347.878834;0.0077705;0.0002952;56.6149946;1.2463995
723.835796;-232.5572678;7.6416975;7.6583025;0.9999616;0.0087691;5.8826873;1353.8756267;0.0089516;0.0001374;56.7464891;1.2311856
723.7831915;-226.5592145;7.68096;7.61904;0.9999609;0.0088411;5.8789407;1359.8743357;0.0097562;0.0001438;56.8759994;1.2143496
723.7288918;-220.5615701;7.7200556;7.5799444;0.9999564;0.0093354;5.8715801;1365.8751347;0.0107294;0.0001793;57.0034378;1.1975315
723.6703626;-214.5641835;7.7589225;7.5410775;0.9999475;0.0102514;5.862024;1371.8781884;0.0118557;0.0001916;57.1288383;1.1811904
723.6050878;-208.5669047;7.7973366;7.5026634;0.9999332;0.0115616;5.8522634;1377.883505;0.0130263;0.0001895;57.2522649;1.1653783
723.531651;-202.5696393;7.8355505;7.4644495;0.9999166;0.0129124;5.8439511;1383.8891264;0.0140815;0.0001656;57.3737846;1.1498989
723.4503392;-196.5723793;7.8587055;7.4412945;0.9998993;0.0141892;5.8375763;1389.8943992;0.0150267;0.0001501;57.4934361;1.134601
723.3615857;-190.5751241;7.8561481;7.4438519;0.9998815;0.0153936;5.8332548;1395.8993417;0.0158906;0.0001384;57.6112505;1.1195007
723.2658236;-184.577873;7.8489201;7.4510799;0.9998634;0.0165256;5.8309735;1401.903961;0.0166921;0.0001291;57.7272603;1.1046146
723.1634865;-178.5806256;7.841292;7.458708;0.9998454;0.0175854;5.8306366;1407.9082619;0.017441;0.0001207;57.8414991;1.0899534
723.0550075;-172.5833812;7.8331879;7.4668121;0.9998275;0.0185729;5.8321141;1413.9122472;0.0181405;0.0001126;57.9540006;1.0755179
722.9408198;-166.5861392;7.8254766;7.4745234;0.9998101;0.0194882;5.8352644;1419.9159173;0.018792;0.0001047;58.0647984;1.0613041
722.8213569;-160.5888991;7.8176311;7.4823689;0.9997933;0.0203312;5.8399367;1425.9192711;0.0193973;9.72e-05;58.173925;1.0473067
722.697052;-154.5916602;7.8096207;7.4903793;0.9997773;0.0211019;5.8459669;1431.9223056;0.0199589;9.01e-05;58.2814119;1.0335216
722.5683384;-148.594422;7.8014805;7.4985195;0.9997623;0.0218004;5.853175;1437.9250162;0.0204794;8.35e-05;58.38729;1.0199452
722.4356494;-142.5971838;7.7931701;7.5068299;0.9997485;0.0224267;5.8613653;1443.9273969;0.0209615;7.73e-05;58.4915895;1.0065742
722.2994183;-136.5999452;7.7847163;7.5152837;0.9997359;0.0229808;5.8703277;1449.9294402;0.0214074;7.14e-05;58.5943397;0.9934051
722.1600783;-130.6027054;7.7761594;7.5238406;0.9997247;0.0234627;5.8798398;1455.9311377;0.021819;6.59e-05;58.6955694;0.9804345
722.0180628;-124.605464;7.7674729;7.5325271;0.999715;0.0238723;5.8896677;1461.9324798;0.0221981;6.06e-05;58.7953066;0.967659
721.8738051;-118.6082202;7.7587588;7.5412412;0.9997069;0.0242098;5.8995672;1467.9334561;0.0225465;5.56e-05;58.8935788;0.9550752
721.7277383;-112.6109737;7.7499525;7.5500475;0.9997004;0.024475;5.9092846;1473.9340557;0.0228656;5.08e-05;58.9904128;0.9426797
721.5802959;-106.6137236;7.741094;7.558906;0.9996957;0.0246681;5.9185577;1479.9342672;0.0231569;4.63e-05;59.0858347;0.930469
721.4319112;-100.6164695;7.7321701;7.5678299;0.9996927;0.024789;5.9271163;1485.9340789;0.0234215;4.2e-05;59.17987;0.9184399
721.2830173;-94.6192108;7.7221689;7.5778311;0.9996915;0.0248377;5.9346832;1491.9334793;0.0236607;3.78e-05;59.2725437;0.9065891
721.1340477;-88.6219469;7.7131248;7.5868752;0.9996921;0.0248142;5.9409751;1497.9324569;0.0238751;3.36e-05;59.3638801;0.8949183
720.9854263;-82.6246771;7.7041344;7.5958656;0.9996942;0.0247278;5.9457345;1503.9310562;0.0240594;2.94e-05;59.4539036;0.8834108
720.8373635;-76.6274014;7.6951442;7.6048558;0.9996965;0.0246342;5.9488897;1509.9296032;0.0242272;2.62e-05;59.5426363;0.8720724
720.6898566;-70.6301198;7.6861787;7.6138213;0.9996988;0.0245426;5.9505557;1515.9281536;0.0243735;2.26e-05;59.6301011;0.8609007
720.5428933;-64.6328325;7.6772489;7.6227511;0.999701;0.024453;5.9508754;1521.9267081;0.0244981;1.9e-05;59.7163202;0.8498909
720.3964615;-58.6355397;7.6683531;7.6316469;0.9997031;0.0243654;5.9499901;1527.9252672;0.0246013;1.54e-05;59.8013151;0.8390399
720.2505491;-52.6382416;7.6594954;7.6405046;0.9997052;0.0242799;5.948039;1533.9238315;0.0246835;1.2e-05;59.8851068;0.8283449
720.1051438;-46.6409382;7.6506727;7.6493273;0.9997072;0.0241964;5.9451564;1539.9224012;0.024746;8.9e-06;59.967716;0.817803
719.9602335;-40.6436299;7.6418478;7.6581522;0.9997092;0.0241149;5.9414643;1545.9209768;0.0247915;6.4e-06;60.0491627;0.8074116
719.8158061;-34.6463167;7.6385947;7.6614053;0.9997111;0.0240355;5.9370639;1551.9195584;0.0248239;4.6e-06;60.1294666;0.7971683
719.6718494;-28.6489988;7.6392744;7.6607256;0.999713;0.0239581;5.9320299;1557.9181463;0.0248478;3.5e-06;60.2086469;0.7870709
719.5283512;-22.6516764;7.6391753;7.6608247;0.9997148;0.0238827;5.9264121;1563.9167406;0.0248669;2.9e-06;60.2867226;0.7771169
719.3852995;-16.6543497;7.6400468;7.6599532;0.9997165;0.0238093;5.9202429;1569.9153416;0.0248834;2.6e-06;60.3637122;0.7673041
719.2426819;-10.6570188;7.639962;7.660038;0.9997182;0.0237379;5.9135463;1575.9139495;0.0248982;2.4e-06;60.4396336;0.75763
719.1004864;-4.6596838;7.640902;7.659098;0.9997199;0.0236686;5.9063438;1581.9125644;0.0249116;2.1e-06;60.5145047;0.7480922
718.9587008;1.3376549;7.6414866;7.6585134;0.9997214;0.0236013;5.8986562;1587.9111866;0.0249235;1.9e-06;60.5883427;0.7386883
718.817313;7.3349974;7.641657;7.658343;0.999723;0.0235361;5.8905042;1593.9098161;0.0249341;1.6e-06;60.6611647;0.7294162
718.6763107;13.3323433;7.642514;7.657486;0.9997245;0.0234728;5.8819078;1599.9084532;0.0249434;1.5e-06;60.7329871;0.7202734
718.5356819;19.3296926;7.6435496;7.6564504;0.9997259;0.0234116;5.8728862;1605.9070979;0.0249515;1.3e-06;60.8038263;0.711258
718.3954143;25.3270451;7.643628;7.656372;0.9997273;0.0233524;5.8634577;1611.9057505;0.0249587;1.1e-06;60.8736982;0.7023676
718.2554959;31.3244005;7.6448079;7.6551921;0.9997286;0.0232953;5.8536398;1617.9044109;0.0249651;1e-06;60.9426183;0.6936003
718.1159144;37.3217588;7.6454545;7.6545455;0.9997299;0.0232401;5.8434497;1623.9030794;0.0249707;9e-07;61.010602;0.684954
717.9766577;43.3191198;7.6461333;7.6538667;0.9997311;0.023187;5.8329037;1629.901756;0.0249755;8e-07;61.0776641;0.6764267
717.8377137;49.3164833;7.6472432;7.6527568;0.9997323;0.0231359;5.8220182;1635.9004409;0.0249798;7e-07;61.1438194;0.6680163
717.6990701;55.3138491;7.6481832;7.6518168;0.9997335;0.0230869;5.8108088;1641.8991341;0.0249834;6e-07;61.2090821;0.6597211
717.5607149;61.3112171;7.6485157;7.6514843;0.9997345;0.0230398;5.799291;1647.8978357;0.0249866;5e-07;61.2734664;0.6515391
717.4226358;67.3085871;7.6496759;7.6503241;0.9997356;0.0229948;5.7874799;1653.8965458;0.0249892;4e-07;61.3369861;0.6434685
717.2848207;73.3059589;7.6500618;7.6499382;0.9997366;0.0229519;5.7753904;1659.8952645;0.0249915;3e-07;61.3996546;0.6355075
717.1472574;79.3033324;7.6510405;7.6489595;0.9997375;0.0229109;5.7630371;1665.8939919;0.0249933;3e-07;61.4614853;0.6276544
717.0099339;85.3007074;7.6520567;7.6479433;0.9997384;0.022872;5.7504344;1671.8927279;0.0249948;2e-07;61.522491;0.6199073
716.8728379;91.2980837;7.6524657;7.6475343;0.9997392;0.0228351;5.7375966;1677.8914727;0.0249959;2e-07;61.5826847;0.6122647
716.7359572;97.2954612;7.6536971;7.6463029;0.99974;0.0228002;5.7245375;1683.8902263;0.0249968;1e-07;61.6420786;0.6047249
716.5992798;103.2928397;7.6549413;7.6450587;0.9997408;0.0227674;5.7112711;1689.8889888;0.0249973;1e-07;61.7006852;0.5972861
716.4627934;109.290219;7.6552061;7.6447939;0.9997415;0.0227365;5.6978112;1695.8877602;0.0249976;0.0;61.7585164;0.589947
716.3264858;115.2875989;7.6564652;7.6435348;0.9997421;0.0227077;5.6841712;1701.8865405;0.0249977;-0.0;61.815584;0.5827059
716.1903451;121.2849794;7.6573517;7.6426483;0.9997428;0.022681;5.6703648;1707.8853299;0.0249976;-0.0;61.8718997;0.5755612
716.0543589;127.2823602;7.6580325;7.6419675;0.9997433;0.0226562;5.6564051;1713.8841282;0.0249973;-1e-07;61.9274747;0.5685115
715.9185151;133.2797411;7.659331;7.640669;0.9997438;0.0226335;5.6423056;1719.8829357;0.0249968;-1e-07;61.9823201;0.5615553
715.7828016;139.2771221;7.6606373;7.6393627;0.9997443;0.0226128;5.6280794;1725.8817522;0.0249961;-1e-07;62.0364471;0.5546912
715.6472062;145.2745028;7.6608887;7.6391113;0.9997447;0.0225942;5.6137397;1731.8805778;0.0249953;-1e-07;62.0898662;0.5479178
715.5117167;151.2718833;7.6619314;7.6380686;0.9997451;0.0225775;5.5992994;1737.8794125;0.0249944;-2e-07;62.142588;0.5412337
715.376321;157.2692632;7.6626229;7.6373771;0.9997454;0.0225629;5.5847716;1743.8782565;0.0249933;-2e-07;62.1946229;0.5346374
715.2410069;163.2666424;7.663512;7.636488;0.9997457;0.0225503;5.5701692;1749.8771095;0.024992;-2e-07;62.245981;0.5281278
715.1057623;169.2640208;7.664841;7.635159;0.9997459;0.0225398;5.5555051;1755.8759718;0.0249907;-2e-07;62.2966723;0.5217035
714.970575;175.2613981;7.6656226;7.6343774;0.9997461;0.0225312;5.5407922;1761.8748433;0.0249892;-3e-07;62.3467066;0.5153632
714.8354329;181.2587743;7.6669695;7.6330305;0.9997463;0.0225247;5.5260434;1767.8737241;0.0249877;-3e-07;62.3960935;0.5091056
714.7003237;187.2561492;7.668317;7.631683;0.9997464;0.0225203;5.5112713;1773.8726141;0.024986;-3e-07;62.4448425;0.5029295
714.5652354;193.2535225;7.6688663;7.6311337;0.9997464;0.0225178;5.4964888;1779.8715133;0.0249842;-3e-07;62.4929629;0.4968338
714.4301557;199.2508941;7.670007;7.629993;0.9997465;0.0225174;5.4817087;1785.8704218;0.0249823;-3e-07;62.5404637;0.4908172
714.2950726;205.2482639;7.6711495;7.6288505;0.9997464;0.022519;5.4669438;1791.8693397;0.0249803;-3e-07;62.587354;0.4848785
714.1599738;211.2456317;7.6717129;7.6282871;0.9997463;0.0225226;5.4522068;1797.8682668;0.0249783;-4e-07;62.6336425;0.4790166
714.0248472;217.2429973;7.6731081;7.6268919;0.9997462;0.0225283;5.4375105;1803.8672032;0.0249761;-4e-07;62.6793379;0.4732304
713.8896807;223.2403605;7.6736674;7.6263326;0.999746;0.022536;5.4228676;1809.866149;0.0249738;-4e-07;62.7244488;0.4675188
713.754462;229.2377212;7.6748271;7.6251729;0.9997458;0.0225457;5.4082911;1815.8651042;0.0249714;-4e-07;62.7689834;0.4618806
713.619179;235.2350793;7.6764001;7.6235999;0.9997455;0.0225574;5.3937936;1821.8640687;0.0249689;-4e-07;62.81295;0.4563149
713.4838197;241.2324344;7.67771;7.62229;0.9997452;0.0225711;5.3793881;1827.8630426;0.0249662;-4e-07;62.8563566;0.4508205
713.3483717;247.2297866;7.6781557;7.6218443;0.9997449;0.0225869;5.3650874;1833.862026;0.0249635;-5e-07;62.8992112;0.4453965
713.2128229;253.2271355;7.6793499;7.6206501;0.9997445;0.0226047;5.3509045;1839.8610188;0.0249606;-5e-07;62.9415216;0.4400418
713.0771613;259.2244811;7.6797163;7.6202837;0.999744;0.0226246;5.3368523;1845.860021;0.0249576;-5e-07;62.9832955;0.4347555
712.9413746;265.2218232;7.6810852;7.6189148;0.9997435;0.0226465;5.3229438;1851.8590328;0.0249544;-5e-07;63.0245404;0.4295365
712.8054506;271.2191616;7.6824484;7.6175516;0.999743;0.0226703;5.3091922;1857.858054;0.0249511;-6e-07;63.0652637;0.4243839
712.6693773;277.2164961;7.6831903;7.6168097;0.9997424;0.0226963;5.2956106;1863.8570849;0.0249476;-6e-07;63.1054728;0.4192968
712.5331424;283.2138266;7.6841183;7.6158817;0.9997418;0.0227242;5.2822122;1869.8561253;0.0249439;-6e-07;63.1451748;0.4142742
712.3967338;289.2111529;7.6854357;7.6145643;0.9997411;0.0227542;5.2690104;1875.8551754;0.02494;-7e-07;63.1843767;0.4093152
712.2601393;295.2084748;7.6857603;7.6142397;0.9997404;0.0227862;5.2560185;1881.8542351;0.0249359;-7e-07;63.2230855;0.4044189
712.1233468;301.2057922;7.687078;7.612922;0.9997396;0.0228202;5.2432503;1887.8533046;0.0249315;-7e-07;63.2613081;0.3995845
711.9863442;307.2031049;7.687785;7.612215;0.9997388;0.0228562;5.2307193;1893.8523839;0.0249269;-8e-07;63.2990511;0.394811
711.8491192;313.2004128;7.6886969;7.6113031;0.9997379;0.0228943;5.2184393;1899.851473;0.024922;-8e-07;63.3363212;0.3900977
711.7116597;319.1977156;7.6899973;7.6100027;0.999737;0.0229344;5.2064243;1905.850572;0.0249168;-9e-07;63.3731248;0.3854437
711.5739535;325.1950132;7.6910824;7.6089176;0.999736;0.0229766;5.1946886;1911.849681;0.0249112;-1e-06;63.4094684;0.3808481
711.4359885;331.1923054;7.6915728;7.6084272;0.999735;0.0230207;5.1832463;1917.8488;0.0249053;-1e-06;63.4453583;0.3763101
711.2977526;337.1895921;7.6928474;7.6071526;0.9997339;0.0230669;5.1721122;1923.8479292;0.0248989;-1.1e-06;63.4808006;0.3718291
711.1592335;343.1868731;7.6933048;7.6066952;0.9997328;0.0231151;5.161301;1929.8470685;0.0248921;-1.2e-06;63.5158014;0.367404
711.0204191;349.1841482;7.6943569;7.6056431;0.9997316;0.0231653;5.1508279;1935.8462182;0.0248848;-1.3e-06;63.5503669;0.3630343
710.8812973;355.1814173;7.695582;7.604418;0.9997304;0.0232176;5.1407082;1941.8453782;0.0248769;-1.4e-06;63.5845027;0.3587191
710.7418558;361.1786802;7.696387;7.603613;0.9997292;0.0232719;5.1309576;1947.8445488;0.0248684;-1.5e-06;63.6182149;0.3544577
710.6020826;367.1759367;7.69704;7.60296;0.9997279;0.0233282;5.1215923;1953.8437299;0.0248592;-1.6e-06;63.651509;0.3502494
710.4619655;373.1731867;7.6982687;7.6017313;0.9997265;0.0233865;5.1126289;1959.8429218;0.0248492;-1.7e-06;63.6843908;0.3460933
710.3214923;379.17043;7.6984624;7.6015376;0.9997251;0.0234469;5.1040844;1965.8421245;0.0248384;-1.9e-06;63.7168657;0.3419889
710.1806508;385.1676664;7.6996403;7.6003597;0.9997236;0.0235093;5.0959764;1971.8413382;0.0248266;-2e-06;63.7489393;0.3379354
710.0394289;391.1648957;7.7003818;7.5996182;0.9997221;0.0235737;5.0883231;1977.8405631;0.0248138;-2.2e-06;63.7806169;0.3339321
709.8978145;397.1621179;7.7009152;7.5990848;0.9997205;0.0236401;5.0811433;1983.8397992;0.0247998;-2.4e-06;63.8119038;0.3299784
709.7557954;403.1593326;7.7020221;7.5979779;0.9997189;0.0237086;5.0744567;1989.8390468;0.0247846;-2.7e-06;63.8428052;0.3260735
