#x_ref_m;y_ref_m;width_right_m;width_left_m;x_normvec_m;y_normvec_m;alpha_m;s_racetraj_m;psi_racetraj_rad;kappa_racetraj_radpm;vx_racetraj_mps;ax_racetraj_mps2
709.6133593;409.1565399;7.7030152;7.5969848;0.9997172;0.0237791;5.0682839;1995.8383061;0.0247678;-2.9e-06;63.8733262;0.3222169
709.4704943;415.1537394;7.7031098;7.5968902;0.9997155;0.0238517;5.0626458;2001.8375776;0.0247498;-2.9e-06;63.9034719;0.3184074
709.3271968;421.1509312;7.7041728;7.5958272;0.9997139;0.0239209;5.05755;2007.8368336;0.0247308;-3.5e-06;63.9332473;0.3146456
709.183522;427.1481167;7.7046024;7.5953976;0.9997125;0.0239772;5.0529579;2013.8360263;0.0247085;-3.9e-06;63.9626573;0.3109297
709.0395488;433.1452978;7.7052394;7.5947606;0.9997115;0.0240204;5.0488059;2019.8351547;0.024684;-4.3e-06;63.9917067;0.3072595
708.8953562;439.1424763;7.7062475;7.5937525;0.9997107;0.0240504;5.0450298;2025.834219;0.0246568;-4.8e-06;64.0204002;0.3036342
708.7510231;445.1396542;7.7070286;7.5929714;0.9997103;0.0240672;5.0415672;2031.8332193;0.0246267;-5.3e-06;64.0487426;0.3000534
708.6066286;451.1368334;7.7072353;7.5927647;0.9997103;0.0240708;5.038358;2037.8321557;0.0245933;-5.9e-06;64.0767384;0.2965163
708.4622517;457.1340157;7.708236;7.591764;0.9997105;0.0240613;5.0353446;2043.8310285;0.0245562;-6.5e-06;64.1043922;0.2930225
708.3179712;463.131203;7.7084592;7.5915408;0.999711;0.0240386;5.032472;2049.8298376;0.0245148;-7.3e-06;64.1317085;0.2895713
708.1738663;469.1283973;7.708625;7.591375;0.9997119;0.0240028;5.0296885;2055.8285831;0.0244687;-8.1e-06;64.1586916;0.2861621
708.030016;475.1256004;7.7095188;7.5904812;0.9997131;0.0239537;5.0269462;2061.8272653;0.0244171;-9.1e-06;64.1853459;0.2827942
707.8864991;481.1228143;7.7097449;7.5902551;0.9997146;0.0238915;5.0242011;2067.8258842;0.0243593;-1.02e-05;64.2116756;0.2794672
707.7433947;487.1200408;7.7107146;7.5892854;0.9997164;0.0238162;5.0214142;2073.8244398;0.0242946;-1.14e-05;64.237685;0.2761804
707.6007818;493.1172818;7.7116703;7.5883297;0.9997185;0.0237277;5.0185516;2079.8229324;0.0242219;-1.28e-05;64.2633782;0.2729331
707.4587394;499.1145393;7.7116226;7.5883774;0.9997209;0.023626;5.0155858;2085.8213622;0.0241401;-1.44e-05;64.2887591;0.2697247
707.3173465;505.111815;7.712579;7.587421;0.9997236;0.0235111;5.0124963;2091.8197292;0.0240482;-1.63e-05;64.3138319;0.2665546
707.176682;511.109111;7.7131249;7.5868751;0.9997266;0.0233831;5.0092701;2097.8180337;0.0239446;-1.83e-05;64.3386004;0.263422
707.0368249;517.1064291;7.7135188;7.5864812;0.9997299;0.0232419;5.0059037;2103.816276;0.0238278;-2.07e-05;64.3630684;0.2603261
706.8978543;523.1037712;7.7145106;7.5854894;0.9997334;0.0230875;5.0024031;2109.8144564;0.023696;-2.33e-05;64.3872397;0.2572662
706.7598491;529.1011392;7.7145188;7.5854812;0.9997373;0.02292;4.9987865;2115.8125751;0.0235472;-2.64e-05;64.411118;0.2542412
706.6228883;535.098535;7.7155479;7.5844521;0.9997414;0.0227393;4.9950853;2121.8106326;0.0233789;-2.98e-05;64.4347067;0.25125
706.487051;541.0959605;7.7165983;7.5834017;0.9997458;0.0225454;4.9913475;2127.8086291;0.0231882;-3.39e-05;64.4580093;0.2482911
706.352416;547.0934176;7.7170522;7.5829478;0.9997505;0.0223384;4.9876419;2133.8065651;0.0229712;-3.86e-05;64.4810292;0.2453623
706.2190624;553.0909082;7.7103843;7.5896157;0.9997554;0.0221182;4.9840633;2139.804441;0.0227231;-4.43e-05;64.5037692;0.242461
706.0870691;559.0884341;7.6966012;7.6033988;0.9997605;0.0218848;4.98074;2145.8022571;0.0224379;-5.1e-05;64.5262323;0.2395838
705.9565153;565.0859973;7.6811184;7.6188816;0.9997659;0.0216383;4.9778399;2151.8000139;0.0221086;-5.9e-05;64.5484207;0.2367268
705.8274797;571.0835997;7.6666941;7.6333059;0.9997715;0.0213786;4.9755748;2157.7977119;0.0217277;-6.82e-05;64.5703366;0.2338865
705.7000416;577.0812432;7.652302;7.647698;0.9997772;0.0211057;4.9741999;2163.7953515;0.0212883;-7.85e-05;64.5919817;0.2310596
705.5742797;583.0789296;7.6371272;7.6628728;0.9997832;0.0208197;4.9740104;2169.7929333;0.0207838;-8.99e-05;64.6133574;0.2282408
705.4502732;589.0766609;7.6226633;7.6773367;0.9997894;0.0205204;4.9753437;2175.7904578;0.0202063;-0.0001031;64.6344645;0.2254128
705.328101;595.074439;7.6084413;7.6915587;0.9997958;0.0202081;4.9786103;2181.787926;0.0195393;-0.0001203;64.6553011;0.2225223
705.2078421;601.0722657;7.5942866;7.7057134;0.9998023;0.0198825;4.9843873;2187.785339;0.0187446;-0.0001467;64.675859;0.2194275
705.0895754;607.070143;7.5794878;7.7205122;0.999809;0.0195438;4.9936165;2193.7826993;0.0177428;-0.0001911;64.6961121;0.2157858
704.9733801;613.0680727;7.5650055;7.7349945;0.9998158;0.0191919;5.007925;2199.7800119;0.016393;-0.0002646;64.7159935;0.2108588
704.859335;619.0660567;7.5509654;7.7490346;0.9998228;0.0188268;5.0300173;2205.7772891;0.0144899;-0.0003766;64.7353537;0.2033859
704.7475192;625.064097;7.5367563;7.7632437;0.9998298;0.0184486;5.0639588;2211.7745602;0.0118005;-0.000525;64.753919;0.1921687
704.6380116;631.0621954;7.5220411;7.7779589;0.999837;0.0180572;5.115009;2217.7718865;0.0081688;-0.0006844;64.7713451;0.1783158
704.5308913;637.0603538;7.5081429;7.7918571;0.9998442;0.0176526;5.1885818;2223.7693732;0.0036872;-0.0007965;64.7875212;0.1684208
704.4262371;643.0585742;7.4944789;7.8055211;0.9998515;0.0172349;5.2880449;2229.7671483;-0.0010996;-0.0007684;64.8031069;0.1734555
704.3241283;649.0568584;7.4796382;7.8203618;0.9998588;0.016804;5.4112391;2235.7652646;-0.0049719;-0.0004667;64.819662;0.1930162
704.2246436;655.0552083;7.4661101;7.8338899;0.9998662;0.0163599;5.5456112;2241.7635114;-0.0058243;0.0002571;64.8376729;0.1769202
704.1278621;661.0536258;7.4523544;7.8476456;0.9998736;0.0159021;5.6640154;2247.7613189;-0.0011931;0.0013076;64.8512508;0.0334131
704.0338628;667.0521128;7.4388218;7.8611782;0.999881;0.0154239;5.7302013;2253.7582134;0.0094069;0.0021438;64.8478375;-0.2217183
703.941925;673.0506369;7.4332681;7.8667319;0.999881;0.0154273;5.7163727;2259.7575297;0.023767;0.0025905;64.8183577;-0.642828
703.8460089;679.0489371;7.4487296;7.8512704;0.9998593;0.0167764;5.6132488;2265.7651789;0.0398346;0.0027354;64.7417754;-1.2732181
703.7379038;685.0466591;7.4675143;7.8324857;0.99981;0.0194948;5.4233712;2271.7819226;0.0563655;0.0027667;64.6060852;-1.9318504
703.6093925;691.0434484;7.4867853;7.8132147;0.9997219;0.0235839;5.1534565;2277.807806;0.0729609;0.0027648;64.4073888;-2.6282528
703.4522577;697.0389506;7.5052568;7.7947432;0.9995781;0.0290441;4.8114816;2283.8423102;0.0895286;0.0027603;64.1428033;-3.3066388
703.2582823;703.0328112;7.5233679;7.7766321;0.9993563;0.035875;4.4056119;2289.8844767;0.1060894;0.0027632;63.8153226;-3.889145
703.0192492;709.0246756;7.5589653;7.7410347;0.9990282;0.0440753;3.9438534;2295.9330381;0.1226916;0.0027742;63.435197;-4.3086767
702.726941;715.0141893;7.6462486;7.6537514;0.9985602;0.0536422;3.4339898;2301.9865377;0.139386;0.0027939;63.01835;-4.5336563
702.3731407;721.0009978;7.7316408;7.5683592;0.9979131;0.0645707;2.883554;2308.0434455;0.1562211;0.0028207;62.5828292;-4.5756959
701.949631;726.9847467;7.8159708;7.4840292;0.9970425;0.0768527;2.299868;2314.1022631;0.1732307;0.0028517;62.1448804;-4.4795273
701.448194;732.9650567;7.9001013;7.3998987;0.9958982;0.0904807;1.6901281;2320.1616046;0.1904278;0.0028849;61.7162298;-4.3023783
700.8605647;738.940068;7.9737695;7.3262305;0.9944188;0.1055045;1.0616415;2326.2189083;0.2137406;0.0029447;61.1696326;-4.0386793
700.178405;744.9056247;8.0383946;7.2616054;0.9925363;0.1219492;0.422047;2332.2695205;0.2315342;0.0029879;60.7805796;-3.8316635
699.393371;750.8573728;8.081846;7.218154;0.9901769;0.1398206;-0.2207744;2338.3089405;0.2495799;0.0030287;60.4087849;-3.6430749
698.4971182;756.7909586;8.079107;7.220893;0.9872591;0.1591207;-0.8587503;2344.3331746;0.2678607;0.0030662;60.0523169;-3.4861493
697.4813025;762.7020284;8.0714947;7.2285053;0.9836948;0.1798458;-1.4836376;2350.338864;0.2863536;0.0030993;59.7073768;-3.387129
696.3375797;768.5862284;8.0545264;7.2454736;0.9793888;0.2019842;-2.0870503;2356.3234249;0.305032;0.0031284;59.3681562;-3.3308773
695.0576056;774.4392048;8.0115803;7.2884197;0.9742398;0.2255144;-2.6605277;2362.2852015;0.3238776;0.0031553;59.0339467;-3.2428731
693.633036;780.2566038;7.8483029;7.4516971;0.9681418;0.2504024;-3.1956568;2368.2236301;0.3428795;0.0031806;58.7076879;-3.1402619
692.0555267;786.0340718;7.6882908;7.6117092;0.9609849;0.2766007;-3.6841574;2374.1393953;0.3556302;0.003197;58.4949624;-3.0704877
690.3167334;791.7672548;7.584994;7.715006;0.9526547;0.3040544;-4.1180486;2380.0345497;0.3749248;0.0032622;58.1820817;-2.9926489
688.4096716;797.451869;7.4985414;7.8014586;0.9433125;0.3319059;-4.4920159;2385.9160641;0.3945286;0.0032559;57.8748161;-2.935511
686.3364017;803.0840952;7.5177768;7.7822232;0.9334148;0.358799;-4.8079241;2391.793119;0.4141337;0.0032856;57.5712116;-2.8960656
684.1026755;808.6603035;7.5534623;7.7465377;0.9230304;0.3847271;-5.0710985;2397.6681274;0.4339377;0.003318;57.2696877;-2.8686236
681.7142559;814.1768651;7.6222068;7.6777932;0.9122102;0.4097226;-5.2868496;2403.5425429;0.4539336;0.0033494;56.9691707;-2.8490848
679.1769057;819.6301507;7.6938779;7.6061221;0.9009982;0.4338229;-5.4602142;2409.4170617;0.4741154;0.00338;56.6689947;-2.8318226
676.4963878;825.0165312;7.7500101;7.5499899;0.8894318;0.4570678;-5.5959582;2415.2917054;0.4944785;0.00341;56.3691949;-2.806099
673.678465;830.3323776;7.7922479;7.5077521;0.8775426;0.4794987;-5.6985813;2421.1658917;0.51502;0.0034397;56.0710573;-2.7586891
670.7289001;835.5740608;7.8134199;7.4865801;0.865356;0.5011577;-5.7723178;2427.0385007;0.5357387;0.003469;55.7771737;-2.6895605
667.6534561;840.7379517;7.736175;7.563825;0.852892;0.5220874;-5.8211261;2432.9079347;0.5566316;0.0034976;55.4894055;-2.6230625
664.4578956;845.8204212;7.6194262;7.6805738;0.8401652;0.5423305;-5.8486614;2438.7721742;0.5776934;0.0035254;55.2076908;-2.5416754
661.1479605;850.81787;7.5536354;7.7463646;0.8271847;0.5619302;-5.8582599;2444.6288595;0.5989216;0.0035538;54.9350911;-2.417517
657.7281187;855.7284884;7.4983261;7.8016739;0.813958;0.5809237;-5.8529658;2450.4775414;0.6203204;0.0035811;54.6764917;-2.2626983
654.2008636;860.5532416;7.5215886;7.7784114;0.8005203;0.5993056;-5.83573;2456.3212006;0.641872;0.0036042;54.4338516;-2.1228201
650.5685188;865.2933334;7.6384878;7.6615122;0.7869118;0.6170655;-5.8095239;2462.1628908;0.6563081;0.0036157;54.279447;-2.0533934
646.8334078;869.9499679;7.7572023;7.5427977;0.7731719;0.6341966;-5.7772528;2468.0053931;0.6780291;0.0036259;54.0547511;-1.9757397
642.9978541;874.5243489;7.8345368;7.4654632;0.7593385;0.6506958;-5.7417244;2473.8512274;0.6997945;0.0036316;53.839743;-1.7858315
639.0641812;879.0176803;7.8765522;7.4234478;0.7454485;0.6665632;-5.7057692;2479.7026621;0.7215957;0.0036383;53.6542374;-1.2698023
635.0347126;883.4311661;7.9210108;7.3789892;0.7315368;0.6818019;-5.6723523;2485.5617227;0.7434295;0.0036397;53.5381389;-0.424921
630.9117718;887.7660101;7.9433889;7.3566111;0.7176367;0.6964176;-5.6442724;2491.4302045;0.7651941;0.003611;53.5137388;0.0997157
626.6976822;892.0234163;7.9407519;7.3592481;0.7037794;0.7104185;-5.6234873;2497.3096976;0.7866935;0.003557;53.5319634;0.3107526
622.3947675;896.2045886;7.9345291;7.3654709;0.6899942;0.7238149;-5.6112849;2503.2016096;0.8078529;0.0034934;53.5701893;0.3817279
618.0052464;900.30969;7.8091526;7.4908474;0.6760001;0.7369015;-5.6083445;2509.1042045;0.8288785;0.0035152;53.6112327;0.2917937
613.5309191;904.3347194;7.6497403;7.6502597;0.6614779;0.7499647;-5.6138106;2515.0130564;0.8500438;0.0035448;53.6391325;0.1292562
608.9734808;908.2746339;7.5711994;7.7288006;0.6463964;0.7630017;-5.6264827;2520.9255207;0.8714105;0.0035792;53.6486873;-0.0142278
604.334627;912.1243912;7.5783729;7.7216271;0.6307238;0.7760074;-5.6450887;2526.8391143;0.8929556;0.0036029;53.6440518;-0.0894736
599.6160529;915.8789484;7.6347979;7.6652021;0.6144273;0.7889734;-5.6678136;2532.7515332;0.9145973;0.0036111;53.6336778;-0.0845757
594.819454;919.533263;7.6790043;7.6209957;0.5974737;0.8018885;-5.6921165;2538.6606795;0.9362409;0.0036036;53.626523;-0.0104275
589.9465256;923.0822924;7.6801581;7.6198419;0.5798295;0.8147378;-5.7147292;2544.564696;0.957799;0.0035833;53.6295265;0.1016758
584.9989631;926.5209939;7.680167;7.619833;0.5614609;0.8275033;-5.7317641;2550.4620072;0.979215;0.003558;53.6451954;0.2027641
579.9784618;929.844325;7.6778529;7.6221471;0.5423343;0.8401628;-5.7389772;2556.3513622;1.0004938;0.0035395;53.6702389;0.2481011
574.8867171;933.0472429;7.6735632;7.6264368;0.5224167;0.8526904;-5.7321517;2562.2318751;1.0217035;0.0035354;53.6974108;0.2264901
569.7254243;936.1247051;7.6769558;7.6230442;0.501676;0.8650556;-5.7073767;2568.1030558;1.0358479;0.0035399;53.7132269;0.1803657
564.4962788;939.071669;7.6987455;7.6012545;0.4800818;0.8772237;-5.6610279;2573.9648348;1.0571121;0.0035509;53.7307952;0.1119747
559.200976;941.8830918;7.7287938;7.5712062;0.4576056;0.8891553;-5.5895229;2579.8175945;1.0784379;0.0035591;53.7414071;0.068079
553.8412112;944.5539311;7.7653245;7.5346755;0.4342215;0.9008061;-5.4890662;2585.6622111;1.0997896;0.0035589;53.748579;0.0683318
548.4186798;947.0791441;7.803913;7.496087;0.4099072;0.9121272;-5.355496;2591.5001071;1.1211081;0.0035479;53.7573461;0.1154079
542.9350771;949.4536883;7.8475788;7.4524212;0.3846449;0.9230646;-5.1842329;2597.3333115;1.1423283;0.0035264;53.7725678;0.1990954
537.3920985;951.672521;7.8600393;7.4399607;0.3584215;0.9335599;-4.9703;2603.1645216;1.1633924;0.0034962;53.7977288;0.3027859
531.7914394;953.7305996;7.8073894;7.4926106;0.3312304;0.9435499;-4.7083885;2608.997164;1.1842569;0.0034602;53.8346615;0.4107019
526.134795;955.6228815;7.7447262;7.5552738;0.3030719;0.9529677;-4.3929357;2614.835451;1.2048927;0.0034201;53.8839906;0.5243654
520.4238609;957.344324;7.7219945;7.5780055;0.2739543;0.9617427;-4.0181658;2620.6844318;1.2252767;0.0033771;53.946726;0.6539235
514.6603322;958.8898845;7.7210871;7.5789129;0.243895;0.9698016;-3.5782394;2626.5500286;1.2455521;0.0033958;54.0248437;0.8020631
508.8465432;960.2571791;7.7254651;7.5745349;0.2142618;0.9767763;-3.0704721;2632.4431478;1.2655031;0.0032833;54.1197257;0.9483753
502.9873822;961.4544567;7.764521;7.535479;0.1864516;0.9824641;-2.5010025;2638.37171;1.285073;0.0032435;54.2294269;1.0532997
497.0883762;962.4926242;7.8132375;7.4867625;0.1605134;0.9870337;-1.8803773;2644.3360314;1.3044379;0.003216;54.3478399;1.0919429
491.1550523;963.3825886;7.8573646;7.4426354;0.1364734;0.9906437;-1.2200479;2650.3344742;1.3236756;0.0031997;54.4680163;1.083291
485.1929375;964.1352566;7.9111261;7.3888739;0.1143403;0.9934416;-0.5320576;2656.3637204;1.3428259;0.0031864;54.5865008;1.0657954
479.2075587;964.7615351;7.9598751;7.3401249;0.0941098;0.9955618;0.1712837;2662.419066;1.3619057;0.0031748;54.7026385;1.0450831
473.2044429;965.2723312;7.990906;7.309094;0.0757682;0.9971255;0.8776256;2668.4947041;1.3809011;0.0031583;54.8163694;1.0263556
467.1891172;965.6785515;7.9312317;7.3687683;0.0592962;0.9982404;1.5748766;2674.584008;1.3997893;0.0031397;54.9278921;1.0084682
461.1671085;965.9911031;7.8421663;7.4578337;0.0446723;0.9990017;2.2512697;2680.679767;1.4185653;0.0031212;55.0372974;0.9913348
455.1439438;966.2208928;7.7707356;7.5292644;0.0318748;0.9994919;2.8953663;2686.7743936;1.4372272;0.003099;55.1446901;0.9752612
449.1250188;966.3787424;7.7312052;7.5687948;0.0207969;0.9997837;3.4964059;2692.8605719;1.4557568;0.0030993;55.2501862;0.9598392
443.1127087;966.4735161;7.7006057;7.5993943;0.010908;0.9999405;4.0457979;2698.9358572;1.4743583;0.0031031;55.3538382;0.9445488
437.1063694;966.5121213;7.6820418;7.6179582;0.0021312;0.9999977;4.5367878;2704.9999391;1.4929772;0.0031053;55.4556665;0.9292879
431.1052255;966.5013802;7.6717049;7.6282951;-0.0055244;0.9999847;4.9629019;2711.0525233;1.5116073;0.0031065;55.5556827;0.9162173
425.1085015;966.4481152;7.6671271;7.6328729;-0.0120518;0.9999274;5.3178173;2717.0935281;1.5301834;0.0030818;55.6545804;0.9247465
419.1154221;966.3591486;7.6669238;7.6330762;-0.0174459;0.9998478;5.5962087;2723.1231955;1.548436;0.0029933;55.7549816;0.9636179
413.1252118;966.2413026;7.6694507;7.6305493;-0.0217032;0.9997645;5.7951923;2729.142165;1.5658102;0.0027779;55.8604014;1.0409891
407.1370952;966.1013995;7.6729609;7.6270391;-0.024821;0.9996919;5.9166283;2735.1514541;1.5812516;0.0023334;55.9749416;1.1496744
401.1502969;965.9462616;7.6765975;7.6234025;-0.026798;0.9996409;5.9705086;2741.1522883;1.5931316;0.0015921;56.1009881;1.2472739
395.1640414;965.7827112;7.6789092;7.6210908;-0.0276332;0.9996181;5.9763144;2747.1457829;1.6001207;0.0007508;56.2357435;1.287243
389.1775534;965.6175707;7.6786454;7.6213546;-0.0273266;0.9996266;5.9562183;2753.1327551;1.6026589;0.000129;56.3729341;1.2817059
383.1901844;965.4565265;7.6751074;7.6248926;-0.0264484;0.9996502;5.9257772;2759.1171477;1.6026601;-0.0001022;56.5086861;1.2634987
377.2017938;965.3007236;7.6689407;7.6310593;-0.0255688;0.9996731;5.8931198;2765.1024542;1.6018257;-0.0001589;56.6421727;1.2456187
371.212368;965.1501715;7.6602833;7.6397167;-0.0246877;0.9996952;5.8606124;2771.088681;1.6009206;-0.0001392;56.7734867;1.2285957
365.2218933;965.0048801;7.6495838;7.6504162;-0.0238053;0.9997166;5.827797;2777.0758486;1.6001619;-0.0001156;56.9027128;1.2117968
359.2303561;964.8648588;7.6373856;7.6626144;-0.0229214;0.9997373;5.793906;2783.0639804;1.5994888;-0.0001115;57.0298831;1.1951063
353.2377427;964.7301174;7.6226574;7.6773426;-0.0220362;0.9997572;5.7587742;2789.0530967;1.5987851;-0.0001249;57.1550233;1.178552
347.2440395;964.6006656;7.6065619;7.6934381;-0.0211495;0.9997763;5.7228465;2795.0432144;1.5979684;-0.0001481;57.2781602;1.1621911
341.2492328;964.4765128;7.589038;7.710962;-0.0202615;0.9997947;5.6869271;2801.0343473;1.5969983;-0.0001758;57.3993248;1.1459915
335.2533089;964.3576689;7.5704907;7.7295093;-0.0193721;0.9998123;5.6519973;2807.0265076;1.5958511;-0.0002075;57.5185457;1.1298962
329.2562542;964.2441435;7.5510895;7.7489105;-0.0184813;0.9998292;5.619208;2813.019706;1.5944886;-0.0002485;57.6358426;1.1137279
323.2580551;964.1359462;7.5312732;7.7687268;-0.0175892;0.9998453;5.590059;2819.0139516;1.5928282;-0.0003082;57.7512114;1.0971001
317.2586978;964.0330867;7.5109459;7.7890541;-0.0166957;0.9998606;5.5667229;2825.0092523;1.5907275;-0.0003962;57.864601;1.0794001
311.2581688;963.9355746;7.4910172;7.8089828;-0.0158009;0.9998752;5.552352;2831.0056173;1.5880126;-0.0005115;57.9758975;1.0602549
305.2564544;963.8434196;7.4710544;7.8289456;-0.0149048;0.9998889;5.5509837;2837.0030667;1.5845924;-0.0006251;58.0849838;1.0411791
299.2535408;963.7566313;7.4510662;7.8489338;-0.0140074;0.9999019;5.5664355;2843.0016421;1.5806816;-0.0006622;58.1919945;1.0274178
293.2494146;963.6752194;7.4316501;7.8683499;-0.0131086;0.9999141;5.5996037;2849.001397;1.5770985;-0.0004968;58.2976526;1.023318
287.244062;963.5991935;7.412972;7.887028;-0.0122085;0.9999255;5.6439986;2855.0023354;1.5755203;2.38e-05;58.4027357;1.0113283
281.2374693;963.5285633;7.3953642;7.9046358;-0.0113072;0.9999361;5.6807865;2861.0043538;1.5782496;0.0009206;58.5051908;0.9394177
275.2296229;963.4633385;7.3790297;7.9209703;-0.0104046;0.9999459;5.6790294;2867.007445;1.5866204;0.0018422;58.5980016;0.7957808
269.2205092;963.4035286;7.3641962;7.9358038;-0.0095007;0.9999549;5.6068032;2873.0122322;1.599595;0.0024377;58.6753355;0.6437498
263.2101145;963.3491434;7.3510759;7.9489241;-0.0085955;0.9999631;5.4424474;2879.020181;1.6150779;0.0026662;58.7378358;0.5247695
257.1987784;963.297453;7.341989;7.958011;-0.0090574;0.999959;5.1777231;2885.0400268;1.6318681;0.0028964;58.7889932;0.4187949
251.1882535;963.2347704;7.3366879;7.9633121;-0.0122556;0.9999249;4.818476;2891.0775593;1.6495062;0.0029798;58.8262217;0.2239214
245.1806458;963.144669;7.3637776;7.9362224;-0.0181949;0.9998345;4.3773139;2897.1292386;1.6675406;0.0030313;58.845028;0.0771188
239.1780611;963.0107223;7.4745564;7.8254436;-0.0268839;0.9996386;3.8687477;2903.1904948;1.6858343;0.0030675;58.8494717;-0.0448748
233.1826052;962.8165037;7.5860124;7.7139876;-0.0383331;0.999265;3.3082988;2909.2561095;1.7043138;0.0030932;58.8421672;-0.1357008
227.1963842;962.5455868;7.6984795;7.6015205;-0.0525517;0.9986182;2.7122344;2915.3206179;1.7229158;0.0031075;58.826636;-0.3652273
221.2215038;962.1815451;7.7912752;7.5087248;-0.0695437;0.9975789;2.0974853;2921.3787343;1.7415664;0.0031118;58.7705525;-1.0782601
215.2600699;961.707952;7.8663847;7.4336153;-0.0893031;0.9960045;1.4813066;2927.4258379;1.7602704;0.0031277;58.6404361;-1.6964788
209.3141885;961.1083811;7.9330816;7.3669184;-0.1118076;0.9937299;0.8804694;2933.4585258;1.7791163;0.0031579;58.4552417;-2.0070371
203.3859654;960.3664059;7.9851865;7.3148135;-0.1370122;0.9905694;0.3109926;2939.4751019;1.7981676;0.0031997;58.2450236;-2.105372
197.4775321;959.466031;8.029094;7.270906;-0.1644244;0.9863897;-0.2130401;2945.4760747;1.8177045;0.0032458;58.0264638;-2.1552237
191.5916094;958.40118;8.0371601;7.2628399;-0.1914811;0.9814963;-0.6866654;2951.4640544;1.8371495;0.0032533;57.8009803;-2.2472292
185.731507;957.1756941;8.0161346;7.2838654;-0.2177656;0.9760011;-1.1136302;2957.442136;1.8567466;0.0032808;57.5635289;-2.3812806
179.9005604;955.7938458;7.9911742;7.3088258;-0.2432877;0.9699542;-1.4987971;2963.4128758;1.8765028;0.0033068;57.3107548;-2.5139214
174.1021052;954.2599077;7.9109322;7.3890678;-0.2680613;0.9634019;-1.8468177;2969.3782042;1.8964159;0.0033334;57.0439459;-2.6059716
168.3394766;952.5781522;7.7907794;7.5092206;-0.2921043;0.9563865;-2.1621896;2975.3394764;1.9164922;0.0033612;56.7677938;-2.6443732
162.6160103;950.752852;7.6712611;7.6287389;-0.3154375;0.9489463;-2.4492768;2981.2975187;1.9367389;0.0033901;56.4876479;-2.6399505
156.9350417;948.7882794;7.5983459;7.7016541;-0.3380842;0.9411159;-2.712296;2987.2526704;1.9571599;0.0034193;56.2073992;-2.6131592
151.2999062;946.688707;7.5875182;7.7124818;-0.3600695;0.9329255;-2.9552891;2993.2048252;1.9777556;0.0034483;55.9288941;-2.5793044
